survey_id,event_id,event_title,survey_date,source_of_hearing,age_group,annual_household_income,overal_event_expression,feeback_suggestion,genre,text_A,text_B,combined_text,sentiment_score,month_str
669,44.0,CollisionofRhythm,2023-10-27,Gesa Power House Theatre website (www.phtww.org),66+,"$50,000 or below","Amazing, actually. These two performers were lighted and miked beautifully. The value of ticket price to performance was startling, as the cost seemed low for the very high quality of performance (not a complaint at all, and our tickets were actually paid from a gift certificate). We left feeling upbeat and totally satisfied, not only with the performance but with the theatre experience. The people who work the events are always great!",,Musical,"Amazing, actually. These two performers were lighted and miked beautifully. The value of ticket price to performance was startling, as the cost seemed low for the very high quality of performance (not a complaint at all, and our tickets were actually paid from a gift certificate). We left feeling upbeat and totally satisfied, not only with the performance but with the theatre experience. The people who work the events are always great!",,"Amazing, actually. These two performers were lighted and miked beautifully. The value of ticket price to performance was startling, as the cost seemed low for the very high quality of performance (not a complaint at all, and our tickets were actually paid from a gift certificate). We left feeling upbeat and totally satisfied, not only with the performance but with the theatre experience. The people who work the events are always great! ",0.23399999999999999,2023-10-01
669,44.0,CollisionofRhythm,2023-10-27,Gesa Power House Theatre website (www.phtww.org),66+,"$50,000 or below","Amazing, actually. These two performers were lighted and miked beautifully. The value of ticket price to performance was startling, as the cost seemed low for the very high quality of performance (not a complaint at all, and our tickets were actually paid from a gift certificate). We left feeling upbeat and totally satisfied, not only with the performance but with the theatre experience. The people who work the events are always great!",,Musical,"Amazing, actually. These two performers were lighted and miked beautifully. The value of ticket price to performance was startling, as the cost seemed low for the very high quality of performance (not a complaint at all, and our tickets were actually paid from a gift certificate). We left feeling upbeat and totally satisfied, not only with the performance but with the theatre experience. The people who work the events are always great!",,"Amazing, actually. These two performers were lighted and miked beautifully. The value of ticket price to performance was startling, as the cost seemed low for the very high quality of performance (not a complaint at all, and our tickets were actually paid from a gift certificate). We left feeling upbeat and totally satisfied, not only with the performance but with the theatre experience. The people who work the events are always great! ",0.23399999999999999,2023-10-01
670,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$50,001 - $100,000",All around good! Interesting and different twist on music. Affordable tickets which is important for families and those on fixed income,,Musical,All around good! Interesting and different twist on music. Affordable tickets which is important for families and those on fixed income,,All around good! Interesting and different twist on music. Affordable tickets which is important for families and those on fixed income ,0.375,2023-10-01
670,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$50,001 - $100,000",All around good! Interesting and different twist on music. Affordable tickets which is important for families and those on fixed income,,Musical,All around good! Interesting and different twist on music. Affordable tickets which is important for families and those on fixed income,,All around good! Interesting and different twist on music. Affordable tickets which is important for families and those on fixed income ,0.375,2023-10-01
671,44.0,CollisionofRhythm,2023-10-27,"Walla Walla Union Bulletin, Gesa Power House Theatre website (www.phtww.org)",56-65,"$100,001 - $200,000","All was good. Very lively, very entertaining ",,Musical,"All was good. Very lively, very entertaining ",,"All was good. Very lively, very entertaining  ",0.675,2023-10-01
671,44.0,CollisionofRhythm,2023-10-27,"Walla Walla Union Bulletin, Gesa Power House Theatre website (www.phtww.org)",56-65,"$100,001 - $200,000","All was good. Very lively, very entertaining ",,Musical,"All was good. Very lively, very entertaining ",,"All was good. Very lively, very entertaining  ",0.675,2023-10-01
672,44.0,CollisionofRhythm,2023-10-27,Walla Walla Union Bulletin,66+,,Best event for me so far.  All good!,,Musical,Best event for me so far.  All good!,,Best event for me so far.  All good! ,0.6583333333333333,2023-10-01
672,44.0,CollisionofRhythm,2023-10-27,Walla Walla Union Bulletin,66+,,Best event for me so far.  All good!,,Musical,Best event for me so far.  All good!,,Best event for me so far.  All good! ,0.6583333333333333,2023-10-01
673,44.0,CollisionofRhythm,2023-10-27,Walla Walla Union Bulletin,56-65,"$100,001 - $200,000","Absolutely amazing.
The only thing that bothered us was the couple seated in front of us, we had G-9 and G- 10 seats. At intermission, the man, I certainly wouldn’t call him a gentleman, came us to us. I had complimented his female friend about her attire. He then said , my friend and I were too “chatty “ and could we not whisper or comment on the performance as it was distracting for him. We sat through the rest of the show in silence, while the audience continued to enjoy the wonderful display of talent we had mutually payed for. We were not by any means, outspoken or overbearing with making soft comments about  the amazing performance we were witnessing. I thank everyone that gives Walla Walla these amazing performances.","Excellent staff, volunteers.",Musical,"Absolutely amazing.
The only thing that bothered us was the couple seated in front of us, we had G-9 and G- 10 seats. At intermission, the man, I certainly wouldn’t call him a gentleman, came us to us. I had complimented his female friend about her attire. He then said , my friend and I were too “chatty “ and could we not whisper or comment on the performance as it was distracting for him. We sat through the rest of the show in silence, while the audience continued to enjoy the wonderful display of talent we had mutually payed for. We were not by any means, outspoken or overbearing with making soft comments about  the amazing performance we were witnessing. I thank everyone that gives Walla Walla these amazing performances.","Excellent staff, volunteers.","Absolutely amazing.
The only thing that bothered us was the couple seated in front of us, we had G-9 and G- 10 seats. At intermission, the man, I certainly wouldn’t call him a gentleman, came us to us. I had complimented his female friend about her attire. He then said , my friend and I were too “chatty “ and could we not whisper or comment on the performance as it was distracting for him. We sat through the rest of the show in silence, while the audience continued to enjoy the wonderful display of talent we had mutually payed for. We were not by any means, outspoken or overbearing with making soft comments about  the amazing performance we were witnessing. I thank everyone that gives Walla Walla these amazing performances. Excellent staff, volunteers.",0.4514285714285714,2023-10-01
673,44.0,CollisionofRhythm,2023-10-27,Walla Walla Union Bulletin,56-65,"$100,001 - $200,000","Absolutely amazing.
The only thing that bothered us was the couple seated in front of us, we had G-9 and G- 10 seats. At intermission, the man, I certainly wouldn’t call him a gentleman, came us to us. I had complimented his female friend about her attire. He then said , my friend and I were too “chatty “ and could we not whisper or comment on the performance as it was distracting for him. We sat through the rest of the show in silence, while the audience continued to enjoy the wonderful display of talent we had mutually payed for. We were not by any means, outspoken or overbearing with making soft comments about  the amazing performance we were witnessing. I thank everyone that gives Walla Walla these amazing performances.","Excellent staff, volunteers.",Musical,"Absolutely amazing.
The only thing that bothered us was the couple seated in front of us, we had G-9 and G- 10 seats. At intermission, the man, I certainly wouldn’t call him a gentleman, came us to us. I had complimented his female friend about her attire. He then said , my friend and I were too “chatty “ and could we not whisper or comment on the performance as it was distracting for him. We sat through the rest of the show in silence, while the audience continued to enjoy the wonderful display of talent we had mutually payed for. We were not by any means, outspoken or overbearing with making soft comments about  the amazing performance we were witnessing. I thank everyone that gives Walla Walla these amazing performances.","Excellent staff, volunteers.","Absolutely amazing.
The only thing that bothered us was the couple seated in front of us, we had G-9 and G- 10 seats. At intermission, the man, I certainly wouldn’t call him a gentleman, came us to us. I had complimented his female friend about her attire. He then said , my friend and I were too “chatty “ and could we not whisper or comment on the performance as it was distracting for him. We sat through the rest of the show in silence, while the audience continued to enjoy the wonderful display of talent we had mutually payed for. We were not by any means, outspoken or overbearing with making soft comments about  the amazing performance we were witnessing. I thank everyone that gives Walla Walla these amazing performances. Excellent staff, volunteers.",0.4514285714285714,2023-10-01
